position,complexity
154,0.0107531
155,0.0107531
156,8.65821
157,2
158,0.00861313
159,0.851512
160,8.97728
161,8.97728
162,6.70044
163,6.70044
164,2
165,0.740322
166,9.2384
167,0.197781
168,0.174521
169,9.65105
170,2.23673
171,0.70307
172,10.7347
173,2
174,0.0107531
175,0.00861313
176,0.329821
177,0.0107531
178,0.0107531
179,0.0107531
180,0.0107531
181,0.0107531
182,0.0107531
183,0.0107531
184,0.00861313
185,0.00861313
186,0.00861313
187,0.00861313
188,0.877303
189,0.639944
190,0.851512
191,0.00861313
192,0.00861313
193,0.00861313
194,0.00861313
195,0.269738
196,0.00861313
197,0.00861313
198,0.00861313
199,0.00861313
200,0.00861313
201,0.00861313
202,0.00861313
203,1.26495
204,0.00861313
205,0.00861313
206,0.00861313
207,0.00861313
208,0.00861313
209,0.00616098
210,2.80122
211,6.70044
212,2
213,2
214,9.2384
215,2
216,1.22581
217,10.4553
218,2
219,2
220,2
221,0.00539326
222,0.00539326
223,0.682385
224,0.269738
225,0.00861313
226,0.269738
227,0.00861313
228,0.851512
229,1.50349
230,0.269738
231,0.490765
232,0.00861313
233,0.00861313
234,0.00861313
235,0.00861313
236,0.00861313
237,0.00861313
238,0.00861313
239,0.00861313
240,0.00861313
241,0.682385
242,0.00861313
243,0.00861313
244,0.851512
245,0.00861313
246,0.682385
247,0.00479567
248,0.851512
249,0.00861313
250,0.00861313
251,0.682385
252,0.490765
253,0.329821
254,0.269738
255,0.00861313
256,0.329821
257,1.70127
258,1.00359
259,0.424592
260,0.0143078
261,0.0143078
262,0.0143078
263,0.0143078
264,0.0143078
265,0.0143078
266,0.0143078
267,0.0143078
268,0.0143078
269,0.0039257
270,2.22171
271,1.8749
272,1.8749
273,0.0143078
274,0.0143078
275,0.0143078
276,0.0143078
277,0.381502
278,0.0043173
279,1.32409
280,0.0107531
281,0.329821
282,0.0107531
283,1.70127
284,0.767483
285,1.90713
286,0.0107531
287,0.00539326
288,1.00359
289,0.0107531
290,0.0107531
291,0.0107531
292,1.26399
293,1.58592
294,0.851512
295,1.32409
296,1.00359
297,0.0107531
298,0.424592
299,1.22581
300,0.0143078
301,0.596876
302,0.0213737
303,0.0213737
304,0.0213737
305,0.0143078
306,0.0143078
307,0.0143078
308,1.32623
309,0.0213737
310,0.0213737
311,0.0213737
312,0.0213737
313,0.0213737
314,0.0213737
315,0.0213737
316,0.0213737
317,0.0213737
318,0.0213737
319,0.0213737
320,0.0213737
321,0.0213737
322,0.0213737
323,0.0213737
324,0.0213737
325,0.0213737
326,0.0213737
327,0.0213737
328,0.0213737
329,0.0213737
330,0.0143078
331,0.0143078
332,0.0143078
333,0.0143078
334,1.00479
335,1.73792
336,0.0143078
337,1.8749
338,0.0143078
339,0.0143078
340,0.0143078
341,0.0143078
342,0.0143078
343,0.0143078
344,0.0107531
345,0.329821
346,2.08725
347,0.0107531
348,0.00359924
349,0.664797
350,1.6636
351,0.325885
352,0.70307
353,1.48666
354,0.00861313
355,0.00861313
356,0.00718356
357,0.269738
358,0.00861313
359,0.00861313
360,0.877303
361,0.590946
362,0.0107531
363,8.65821
364,2
365,2
366,8.97728
367,2
368,2
369,2
370,2
371,2
372,2
373,2
374,2
375,10.5546
376,2
377,2
378,2
379,2
380,2
381,6.70044
382,2
383,2
384,0.00861313
385,0.00861313
386,0.00861313
387,0.00861313
388,0.00861313
389,0.00861313
390,0.00861313
391,0.00861313
392,0.490765
393,0.00861313
394,0.682385
395,0.00861313
396,0.00718356
397,0.00718356
398,0.00718356
399,0.00718356
400,0.00718356
401,0.00718356
402,0.00718356
403,0.00718356
404,0.00718356
405,0.22821
406,0.00718356
407,0.419831
408,0.00718356
409,0.00718356
410,0.00718356
411,0.00718356
412,9.2384
413,2
414,2
415,0.0422282
416,9.65105
417,2
418,8.24793
419,2
420,2
421,2
422,8.97728
423,1.13986
424,0.416639
425,2.26255
426,1.41743
427,1.70127
428,2.31907
429,3.16197
430,7.67243
431,6.70044
432,2
433,0.00861313
434,3.45031
435,0.0422282
436,7.67243
437,0.00718356
438,0.00718356
439,0.851512
440,0.00861313
441,0.00861313
442,0.00861313
443,0.00861313
444,0.00861313
445,0.682385
446,0.00861313
447,0.00861313
448,0.00718356
449,0.00718356
450,0.00718356
451,0.00718356
452,0.00718356
453,0.0039257
454,0.877303
455,0.877303
456,0.00718356
457,0.366908
458,0.462866
459,0.197781
460,0.102348
461,1.00206
462,0.366908
463,0.366908
464,0.00616098
465,0.00616098
466,0.129021
467,0.655254
468,0.00616098
469,1.44155
470,0.518273
471,4.4477
472,1.01421
473,1.84832
474,0.00718356
475,0.269738
476,1.17272
477,8.65821
478,8.97728
479,2
480,2
481,2
482,0.00718356
483,1.0024
484,0.269738
485,0.00861313
486,0.00861313
487,0.00861313
488,0.00861313
489,0.00861313
490,0.00861313
491,0.329821
492,0.0107531
493,0.00616098
494,0.811973
495,0.329821
496,0.0107531
497,0.0107531
498,0.329821
499,0.0107531
500,0.0107531
501,0.0107531
502,0.15616
503,2.11511
504,0.424592
505,0.0143078
506,0.0143078
507,0.0143078
508,0.0143078
509,0.596876
510,0.0213737
511,2.32049
512,0.22821
513,0.682385
514,1.58616
515,1.32301
516,1.00359
517,0.269738
518,1.38006
519,1.32409
520,1.58616
521,0.0107531
522,0.832075
523,1.38006
524,0.00861313
525,0.0043173
526,1.00288
527,0.00718356
528,0.269738
529,0.00861313
530,0.00861313
531,0.00861313
532,0.00861313
533,0.00861313
534,0.00861313
535,0.00861313
536,0.329821
537,0.0107531
538,0.0107531
539,0.0107531
540,0.0107531
541,0.0107531
542,0.329821
543,1.90713
544,0.00616098
545,0.811973
546,0.329821
547,0.0107531
548,0.0107531
549,0.329821
550,0.0107531
551,0.329821
552,0.0107531
553,0.424592
554,0.0143078
555,0.0143078
556,2.32097
557,0.00861313
558,1.58656
559,0.0143078
560,0.0143078
561,0.424592
562,0.0143078
563,0.811973
564,0.767483
565,1.00288
566,1.80838
567,7.67243
568,9.65105
569,0.00861313
570,1.00288
571,9.2384
572,8.65821
573,2
574,2
575,2
576,8.24793
577,1.22411
578,0.00718356
579,0.00718356
580,0.00479567
581,0.00479567
582,0.588958
583,0.00718356
584,0.00718356
585,0.00718356
586,0.00718356
587,0.22821
588,0.269738
589,0.490765
590,0.269738
591,0.118708
592,0.00359924
593,1.58592
594,0.00539326
595,1.26495
596,0.851512
597,1.76604
598,1.90713
599,0.0107531
600,1.00359
601,0.453971
602,1.39326
603,2.16953
604,0.0107531
605,1.46107
606,0.0107531
607,0.0107531
608,1.46107
609,0.0107531
610,0.22821
611,0.269738
612,0.00861313
613,0.00861313
614,0.00861313
615,1.76604
616,0.00861313
617,0.0043173
618,0.141298
619,1.00288
620,0.00861313
621,0.00861313
622,0.00861313
623,0.00479567
624,0.739206
625,0.740322
626,0.419831
627,1.48666
628,1.0024
629,0.00718356
630,1.53113
631,0.00479567
632,1.73745
633,1.11751
634,0.00718356
635,1.22411
636,0.00718356
637,0.00718356
638,0.00718356
639,1.0024
640,0.00718356
641,0.00718356
642,0.22821
643,0.00718356
644,0.00718356
645,0.00718356
646,0.00718356
647,0.00718356
648,0.00479567
649,0.00479567
650,1.58576
651,0.00539326
652,0.809669
653,0.808899
654,0.417438
655,1.80761
656,0.174521
657,0.00308598
658,0.487211
659,0.90893
660,0.174521
661,0.587961
662,0.00539326
663,0.00539326
664,0.00539326
665,0.00539326
666,0.197781
667,0.587961
668,0.00539326
669,0.197781
670,0.00616098
671,0.00616098
672,0.895458
673,0.00616098
674,0.00616098
675,0.00616098
676,1.10132
677,0.00616098
678,0.00539326
679,0.885816
680,0.00332291
681,0.70307
682,0.129021
683,1.58556
684,0.587961
685,0.00308598
686,0.809669
687,0.418236
688,0.587363
689,0.54286
690,0.927592
691,0.680232
692,0.00332291
693,0.760503
694,0.381502
695,0.0043173
696,0.0039257
697,0.141298
698,0.0043173
699,0.0043173
700,0.488101
701,0.0043173
702,0.266393
703,0.0043173
704,0.0043173
705,1.07943
706,0.504689
707,1.22354
708,3.16197
709,0.0422282
710,2.80122
711,1.71665
712,0.215536
713,3.05764
714,2.80122
715,0.0422282
716,1.58972
717,0.0422282
718,0.0107531
719,0.462866
720,0.00539326
721,0.00539326
722,0.00539326
723,0.00539326
724,0.471578
725,0.70307
726,0.00539326
727,0.00539326
728,0.00270083
729,0.00270083
730,2.16966
731,10.6475
732,0.682385
733,0.780349
734,3.16197
735,6.70044
736,0.587961
737,9.65105
738,8.97728
739,2
740,2
741,0.0039257
742,0.141298
743,0.0043173
744,0.0043173
745,0.0043173
746,0.141298
747,9.97154
748,9.2384
749,2
750,2
751,2
752,2
753,2
754,2
755,2
756,2
757,2
758,0.00479567
759,0.00479567
760,0.00479567
761,0.15616
762,0.0043173
763,0.587363
764,0.680232
765,0.00332291
766,0.118708
767,0.00359924
768,0.00332291
769,0.265275
770,0.324568
771,0.808899
772,0.587961
773,0.00539326
774,0.00539326
775,0.00539326
776,0.325885
777,0.15616
778,0.00479567
779,1.0016
780,0.739206
781,0.00479567
782,0.00479567
783,0.919326
784,0.00479567
785,0.739206
786,0.639944
787,10.2336
788,2
789,8.65821
790,0.680232
791,0.0043173
792,0.00308598
793,1.80787
794,0.0107531
795,8.65821
796,2
797,2
798,0.197781
799,0.366908
800,0.174521
801,0.418236
802,1.0016
803,1.32301
804,0.174521
805,0.00539326
806,0.00539326
807,0.70307
808,0.00539326
809,0.197781
810,0.00616098
811,0.00616098
812,0.00616098
813,0.00616098
814,0.00616098
815,0.518273
816,0.00616098
817,0.00616098
818,0.00616098
819,0.22821
820,0.00479567
821,0.00479567
822,0.00479567
823,0.518273
824,0.00616098
825,0.00616098
826,0.00616098
827,0.22821
828,0.0043173
829,0.740322
830,0.269738
831,0.00861313
832,0.00861313
833,0.00861313
834,0.877303
835,9.2384
836,2
837,2
838,8.24793
839,2
840,8.65821
841,2
842,0.0107531
843,8.65821
844,2
845,2
846,0.00718356
847,0.00718356
848,0.877303
849,0.22821
850,0.00718356
851,0.00718356
852,0.00718356
853,0.00616098
854,0.22821
855,0.00718356
856,0.00718356
857,0.00718356
858,0.00718356
859,0.00718356
860,0.00718356
861,0.00718356
862,0.00718356
863,1.9387
864,0.00718356
865,0.00718356
866,1.11751
867,0.22821
868,0.588958
869,0.129021
870,1.41624
871,0.00718356
872,0.00718356
873,0.00359924
874,1.26495
875,0.00861313
876,0.00861313
877,0.851512
878,0.00861313
879,8.97728
880,2
881,2
882,2
883,2
884,2
885,2
886,2
887,2
888,0.74366
889,8.97728
890,8.97728
891,2
892,0.00479567
893,3.16197
894,6.70044
895,9.2384
896,1.58592
897,0.00861313
898,0.00861313
899,0.00861313
900,0.00861313
901,0.00479567
902,1.24916
903,0.00539326
904,0.919326
905,1.00288
906,0.329821
907,0.0107531
908,0.0107531
909,0.329821
910,0.329821
911,0.0107531
912,0.0107531
913,0.0107531
914,0.329821
915,0.0107531
916,0.0107531
917,0.0107531
918,2.08725
919,0.0107531
920,0.0107531
921,0.0107531
922,0.329821
923,0.0107531
924,0.0107531
925,0.0107531
926,8.65821
927,2
928,2
929,2
930,8.24793
931,2
932,11.1059
933,2
934,8.97728
935,6.70044
936,2
937,2
938,2
939,0.293141
940,2.16913
941,0.197781
942,1.0024
943,0.174521
944,3.08366
945,0.0213737
946,0.0213737
947,0.596876
948,9.2384
949,2
950,2
951,2
952,2
953,2
954,2
955,2
956,2
957,0.129021
958,10.3487
959,1.38006
960,0.329821
961,0.926796
962,0.00216134
963,0.416959
964,1.90713
965,0.0107531
966,0.0107531
967,0.811973
968,0.329821
969,1.00359
970,0.0107531
971,0.0107531
972,0.0107531
973,1.17272
974,0.0107531
975,0.0107531
976,0.0107531
977,0.0107531
978,0.0107531
979,1.58616
980,0.0107531
981,0.00861313
982,0.329821
983,0.00861313
984,0.109922
985,1.68844
986,0.639944
987,2.9976
988,2.11511
989,1.00479
990,0.0143078
991,1.22581
992,8.24793
993,6.70044
994,6.70044
995,6.70044
996,8.65821
997,8.97728
998,2
999,9.45943
1000,2
1001,2
1002,9.82018
1003,6.70044
1004,9.65105
1005,1.38006
1006,2.99284
1007,6.70044
1008,2
1009,2
1010,2
1011,2
1012,2
1013,2
1014,2
1015,9.65105
1016,9.65105
1017,7.67243
1018,1.10132
1019,10.1085
1020,10.3487
1021,8.24793
1022,9.65105
1023,0.0422282
1024,0.00861313
1025,2.31907
1026,0.269738
1027,10.1085
1028,2
1029,0.0107531
1030,8.65821
1031,2
1032,9.65105
1033,8.97728
1034,6.70044
1035,2
1036,0.0143078
1037,8.24793
1038,0.00718356
1039,0.00718356
1040,0.22821
1041,0.00616098
1042,0.00616098
1043,0.22821
1044,0.00718356
1045,0.00718356
1046,0.00332291
1047,1.50349
1048,1.22411
1049,0.00718356
1050,0.877303
1051,9.2384
1052,8.24793
1053,2
1054,2
1055,9.45943
1056,2
1057,2
1058,1.00359
1059,0.0107531
1060,8.65821
1061,9.97154
1062,2
1063,2
1064,9.2384
1065,1.13986
1066,2.58019
1067,6.70044
1068,0.0039257
1069,0.462866
1070,0.0957502
1071,1.10132
1072,0.00479567
1073,0.366908
1074,0.586678
1075,0.324568
1076,0.00359924
1077,0.587961
1078,0.00539326
1079,0.141298
1080,0.325885
1081,0.325885
1082,0.00539326
1083,0.00539326
1084,1.17133
1085,0.197781
1086,9.45943
1087,6.70044
1088,2
1089,2
1090,2
1091,2
1092,2
1093,2
1094,2
1095,2
1096,9.45943
1097,2
1098,2
1099,2
1100,2
1101,2
1102,2
1103,9.2384
1104,0.00616098
1105,0.00616098
1106,1.00206
1107,0.00616098
1108,0.00616098
1109,1.46107
1110,3.79712
1111,1.80787
1112,8.65821
1113,0.0422282
1114,0.00861313
1115,0.00861313
1116,0.00861313
1117,8.97728
1118,9.2384
1119,0.00539326
1120,9.65105
1121,2
1122,2
1123,2
1124,2
1125,2
1126,2
1127,0.00616098
1128,0.0043173
1129,0.518273
1130,0.00616098
1131,0.00616098
1132,0.00616098
1133,0.780349
1134,0.00616098
1135,0.197781
1136,0.00616098
1137,0.00616098
1138,0.00359924
1139,0.780349
1140,0.00616098
1141,0.00616098
1142,0.00616098
1143,0.00616098
1144,0.00616098
1145,0.00616098
1146,0.00616098
1147,0.22821
1148,1.32337
1149,0.00718356
1150,0.00718356
1151,0.00718356
1152,0.00718356
1153,0.00718356
1154,0.00718356
1155,0.0043173
1156,0.518273
1157,0.00616098
1158,0.197781
1159,0.22821
1160,0.00718356
1161,0.00718356
1162,0.419831
1163,0.00718356
1164,0.54286
1165,0.655254
1166,0.00616098
1167,0.00616098
1168,0.419831
1169,0.630111
1170,0.076124
1171,0.927592
1172,0.740322
1173,0.00718356
1174,0.174521
1175,0.586678
1176,1.22411
1177,0.877303
1178,0.22821
1179,0.15616
1180,1.26495
1181,0.269738
1182,0.00861313
1183,0.269738
1184,0.00861313
1185,0.00861313
1186,0.00861313
1187,0.00861313
1188,0.00861313
1189,0.00861313
1190,8.97728
1191,2
1192,2
1193,2
1194,2
1195,2
1196,2
1197,6.70044
1198,0.0422282
1199,0.655254
1200,10.1085
1201,1.38006
1202,1.13986
1203,2
1204,0.504689
1205,2.37785
1206,0.00861313
1207,0.00861313
1208,0.00861313
1209,1.92615
1210,0.00861313
1211,0.00718356
1212,0.269738
1213,0.00479567
1214,0.809669
1215,1.17272
1216,1.00359
1217,0.0107531
1218,0.0107531
1219,0.0107531
1220,0.325885
1221,1.32409
1222,0.0107531
1223,0.329821
1224,0.00861313
1225,1.00359
1226,1.17272
1227,1.46107
1228,1.90713
1229,0.0107531
1230,1.00359
1231,0.0107531
1232,0.0107531
1233,0.811973
1234,0.0107531
1235,0.0107531
1236,0.424592
1237,1.41743
1238,1.22581
1239,0.0143078
1240,0.0143078
1241,1.73792
1242,0.0143078
1243,2.87229
1244,0.0143078
1245,1.41743
1246,0.424592
1247,0.590946
1248,0.0107531
1249,0.0107531
1250,1.17272
1251,0.0107531
1252,0.0107531
1253,0.0107531
1254,1.00359
1255,0.0107531
1256,0.329821
1257,0.0107531
1258,0.0107531
1259,0.00479567
1260,1.17272
1261,0.0107531
1262,0.0107531
1263,0.129021
1264,1.70127
1265,0.0107531
1266,1.90713
1267,0.655254
1268,0.350728
1269,1.46107
1270,0.0107531
1271,1.00359
1272,0.0107531
1273,0.0107531
1274,0.0107531
1275,0.0107531
1276,0.0107531
1277,0.0107531
1278,1.00359
1279,0.0107531
1280,0.0107531
1281,0.0107531
1282,0.811973
1283,1.32409
1284,0.0107531
1285,0.0107531
1286,0.590946
1287,1.00359
1288,0.0107531
1289,0.0107531
1290,0.0107531
1291,0.0107531
1292,0.0043173
1293,0.0043173
1294,1.32409
1295,0.0107531
1296,0.424592
1297,0.0143078
1298,0.0143078
1299,0.0143078
1300,0.0143078
1301,0.424592
1302,0.0143078
1303,0.0143078
1304,0.490765
1305,1.32623
1306,0.596876
1307,0.0213737
1308,2.69768
1309,2.16913
1310,0.0213737
1311,0.0213737
1312,0.0213737
1313,0.0143078
1314,0.0143078
1315,0.0143078
1316,0.0143078
1317,0.0143078
1318,0.0143078
1319,0.0143078
1320,0.0143078
1321,0.0143078
1322,0.0143078
1323,0.74366
1324,1.15328
1325,1.58656
1326,0.0143078
1327,0.424592
1328,0.0143078
1329,0.74366
1330,1.0024
1331,0.00718356
1332,0.832075
1333,0.462866
1334,0.587961
1335,10.3487
1336,0.0107531
1337,8.65821
1338,9.45943
1339,2
1340,2
1341,2
1342,2
1343,7.67243
1344,8.65821
1345,8.65821
1346,0.0213737
1347,0.0213737
1348,0.0213737
1349,0.0213737
1350,0.366908
1351,9.45943
1352,2
1353,0.0422282
1354,1.58972
1355,6.70044
1356,2
1357,2
1358,2
1359,8.65821
1360,2
1361,0.0213737
1362,0.596876
1363,0.0213737
1364,0.0213737
1365,0.0213737
1366,0.0213737
1367,0.0213737
1368,0.0213737
1369,0.596876
1370,1.22581
1371,0.0143078
1372,1.00479
1373,0.0143078
1374,0.0143078
1375,0.0143078
1376,0.0143078
1377,0.0143078
1378,0.0143078
1379,0.00861313
1380,0.590946
1381,0.424592
1382,0.00861313
1383,0.74366
1384,1.22581
1385,0.0143078
1386,1.41743
1387,2.80428
1388,0.0213737
1389,8.24793
1390,0.00616098
1391,2.80122
1392,6.70044
1393,2
1394,6.70044
1395,8.65821
1396,10.8948
1397,1.76604
1398,0.586464
1399,2.64256
1400,10.817
1401,1.80838
1402,0.596876
1403,0.596876
1404,0.0213737
1405,0.0213737
1406,1.80838
1407,0.0213737
1408,0.0213737
1409,0.0213737
1410,0.0213737
1411,0.0213737
1412,0.0213737
1413,7.67243
1414,2
1415,8.97728
1416,6.70044
1417,2
1418,9.45943
1419,8.97728
1420,0.269738
1421,10.817
1422,2
1423,2
1424,2
1425,2
1426,9.2384
1427,2
1428,6.70044
1429,2
1430,0.00718356
1431,0.00718356
1432,9.2384
1433,2
1434,0.0213737
1435,2
1436,0.0143078
1437,1.80838
1438,0.0213737
1439,9.45943
1440,7.67243
1441,2
1442,8.65821
1443,1.73792
1444,0.0143078
1445,9.97154
1446,9.45943
1447,10.5546
1448,2
1449,8.97728
1450,2
1451,2.45747
1452,0.596876
1453,0.0213737
1454,0.0213737
1455,2.45747
1456,0.0213737
1457,0.0213737
1458,2.16913
1459,0.0213737
1460,1.32623
1461,0.596876
1462,0.0043173
1463,2.45747
1464,0.0213737
1465,0.0213737
1466,1.00206
1467,1.48666
1468,1.32623
1469,0.0143078
1470,1.80838
1471,0.0213737
1472,0.0213737
1473,0.197781
1474,2
1475,2.58257
1476,0.596876
1477,0.325885
1478,3.24377
1479,0.0213737
1480,0.0143078
1481,0.424592
1482,0.0143078
1483,0.0143078
1484,1.58656
1485,0.0143078
1486,2.32097
1487,0.0143078
1488,0.0143078
1489,1.58656
1490,0.0143078
1491,0.0143078
1492,0.0143078
1493,0.424592
1494,1.73792
1495,0.0143078
1496,0.0143078
1497,0.0143078
1498,0.424592
1499,1.22581
1500,0.0143078
1501,0.0143078
1502,0.596876
1503,0.596876
1504,0.0213737
1505,0.0213737
1506,0.0213737
1507,0.424592
1508,0.0143078
1509,1.8749
1510,0.0143078
1511,0.0143078
1512,0.424592
1513,1.73792
1514,0.0143078
1515,0.0143078
1516,0.0107531
1517,0.00861313
1518,0.00861313
1519,0.00861313
1520,0.00861313
1521,0.00861313
1522,0.269738
1523,9.2384
1524,2
1525,2
1526,2
1527,2
1528,0.0422282
1529,1.58735
1530,2
1531,2.99284
1532,2.80122
1533,9.2384
1534,0.00718356
1535,0.00718356
1536,0.00718356
1537,0.00718356
1538,0.00718356
1539,0.22821
1540,0.00718356
1541,0.00718356
1542,0.22821
1543,0.00718356
1544,0.00718356
1545,0.588958
1546,0.877303
1547,0.00718356
1548,0.00718356
1549,0.00718356
1550,0.00718356
1551,0.00718356
1552,0.22821
1553,0.22821
1554,0.00718356
1555,0.00718356
1556,0.00718356
1557,0.00718356
1558,0.00718356
1559,0.877303
1560,0.00718356
1561,0.00718356
1562,0.588958
1563,0.00718356
1564,0.00718356
1565,0.00718356
1566,9.2384
1567,1.00716
1568,7.67243
1569,9.82018
1570,10.1085
1571,2
1572,8.65821
1573,0.927592
1574,9.97154
1575,8.97728
1576,0.0143078
1577,0.588958
1578,0.00718356
1579,0.00718356
1580,0.0043173
1581,0.0039257
1582,0.417438
1583,0.00359924
1584,1.10132
1585,0.00359924
1586,0.895458
1587,0.22821
1588,1.87469
1589,0.00718356
1590,0.00718356
1591,0.00718356
1592,0.00718356
1593,1.32337
1594,0.00718356
1595,0.588958
1596,0.00718356
1597,0.00718356
1598,1.22411
1599,0.0039257
1600,1.50349
1601,0.00616098
1602,0.00539326
1603,0.00539326
1604,0.0039257
1605,0.442577
1606,0.00240116
1607,0.875888
1608,0.907912
1609,0.849757
1610,1.08905
1611,0.174521
1612,0.00308598
1613,0.109922
1614,0.00332291
1615,0.109922
1616,0.809669
1617,0.00539326
1618,0.15616
1619,9.82018
1620,2
1621,2
1622,0.00539326
1623,0.00539326
1624,10.6475
1625,2
1626,8.24793
1627,2.58019
1628,0.269738
1629,1.00206
1630,1.36371
1631,1.64436
1632,1.63766
1633,0.416639
1634,10.817
1635,2
1636,0.0422282
1637,8.65821
1638,2
1639,0.00861313
1640,0.00861313
1641,8.97728
1642,9.45943
1643,8.65821
1644,2
1645,9.2384
1646,2
1647,2
1648,0.197781
1649,1.10132
1650,1.10132
1651,0.00616098
1652,0.00616098
1653,0.118708
1654,1.28144
1655,0.22821
1656,0.00718356
1657,0.811973
1658,0.00861313
1659,0.00718356
1660,0.490765
1661,0.00861313
1662,0.325885
1663,0.682385
1664,0.00861313
1665,0.00861313
1666,0.00861313
1667,0.00861313
1668,2.13724
1669,0.851512
1670,0.00861313
1671,0.00861313
1672,0.00861313
1673,0.682385
1674,0.00718356
1675,0.269738
1676,1.13986
1677,0.00861313
1678,0.00861313
1679,0.00861313
1680,0.00861313
1681,0.490765
1682,1.32301
1683,0.682385
1684,0.851512
1685,0.490765
1686,0.00861313
1687,0.00861313
1688,0.00861313
1689,0.00861313
1690,0.00861313
1691,0.00861313
1692,0.269738
1693,0.22821
1694,0.00718356
1695,0.00718356
1696,0.00718356
1697,0.00718356
1698,0.00718356
1699,0.00718356
1700,0.269738
1701,0.00861313
1702,0.490765
1703,1.26495
1704,0.00861313
1705,0.364742
1706,1.0016
1707,1.48666
1708,0.00308598
1709,2.28508
1710,2.72133
1711,1.50349
1712,0.490765
1713,0.00205854
1714,2.10424
1715,0.141298
1716,0.0043173
1717,1.58592
1718,0.00861313
1719,0.00861313
1720,0.141298
1721,1.32409
1722,0.0107531
1723,2.80428
1724,0.00616098
1725,0.381502
1726,1.83675
1727,1.80787
1728,1.22581
1729,3.57541
1730,6.70044
1731,9.97154
1732,2
1733,2
1734,0.00718356
1735,0.00718356
1736,0.00227495
1737,1.58544
1738,0.418236
1739,0.588958
1740,0.22821
1741,0.129021
1742,1.76604
1743,0.586464
1744,2.0588
1745,0.639944
1746,2
1747,2.16972
1748,10.1085
1749,1.17272
1750,0.44999
1751,11.1059
1752,2
1753,9.97154
1754,2
1755,2
1756,2
1757,2
1758,0.269738
1759,0.851512
1760,0.00861313
1761,0.00861313
1762,0.381502
1763,1.00288
1764,0.00861313
1765,10.817
1766,2
1767,0.00718356
1768,9.82018
1769,2
1770,2
1771,2
1772,6.70044
1773,2
1774,0.00861313
1775,0.00861313
1776,1.26495
1777,0.00861313
1778,0.54286
1779,0.0039257
1780,0.141298
1781,1.0024
1782,2
1783,0.0107531
1784,1.46107
1785,0.0107531
1786,0.00479567
1787,1.17272
1788,0.329821
1789,0.0107531
1790,0.0107531
1791,1.67879
1792,0.00861313
1793,0.00861313
1794,0.00861313
1795,0.00861313
1796,0.00861313
1797,0.00861313
1798,0.329821
1799,0.00861313
1800,0.00861313
1801,0.00861313
1802,0.00861313
1803,0.00861313
1804,1.32301
1805,10.2336
1806,7.67243
1807,9.2384
1808,2
1809,2
1810,2
1811,2
1812,6.70044
1813,2
1814,2
1815,2
1816,0.269738
1817,0.00861313
1818,0.00861313
1819,0.0043173
1820,1.00288
1821,0.851512
1822,0.00861313
1823,0.682385
1824,0.851512
1825,0.00861313
1826,0.00861313
1827,0.00861313
1828,0.00718356
1829,0.00718356
1830,0.419831
1831,0.00718356
1832,0.00718356
1833,0.00718356
1834,0.00718356
1835,0.269738
1836,0.00718356
1837,1.58592
1838,9.97154
1839,2
1840,2
1841,2
1842,0.0422282
1843,6.70044
1844,2
1845,2
1846,2
1847,8.24793
1848,1.10132
1849,0.00539326
1850,0.366908
1851,0.00616098
1852,0.00616098
1853,0.197781
1854,0.00616098
1855,0.197781
1856,1.10132
1857,0.00616098
1858,0.00616098
1859,0.00616098
